OLD_exec_time,OLD_disk_time
0.12495231628417969,0.07848215103149414
0.1459498405456543,0.12018251419067383
0.10223865509033203,0.07891583442687988
0.12979745864868164,0.10539484024047852
0.15308094024658203,0.12868762016296387
0.14501214027404785,0.1282210350036621
0.0896461009979248,0.06132864952087402
0.12499451637268066,0.1093740463256836
0.12627148628234863,0.11703848838806152
0.12991905212402344,0.10111713409423828
0.10010480880737305,0.07195091247558594
0.14926600456237793,0.11813616752624512
0.14029574394226074,0.10595369338989258
0.10957813262939453,0.09255385398864746
0.14614462852478027,0.11879920959472656
0.15111422538757324,0.1297900676727295
0.10170149803161621,0.06702280044555664
0.06974625587463379,0.04606270790100098
0.04689502716064453,0.015642642974853516
0.06965208053588867,0.03399205207824707
0.12499499320983887,0.12499499320983887
0.13669466972351074,0.10322237014770508
0.1525590419769287,0.13693857192993164
0.0683298110961914,0.04367828369140625
0.12505745887756348,0.09375643730163574
0.1372976303100586,0.12884759902954102
0.10117816925048828,0.08195328712463379
0.1956315040588379,0.18985390663146973
0.12110233306884766,0.08760595321655273
0.13169312477111816,0.11045265197753906
0.11670351028442383,0.08637166023254395
0.10197925567626953,0.06831645965576172
0.13259506225585938,0.11517333984375
0.16440033912658691,0.1337888240814209
0.13891243934631348,0.10950779914855957
0.11354303359985352,0.08292102813720703
0.1331789493560791,0.1122140884399414
0.10134696960449219,0.0769188404083252
0.12961196899414062,0.08398723602294922
0.11775040626525879,0.08103823661804199
0.11650538444519043,0.07995104789733887
0.19618630409240723,0.1766979694366455
0.1445474624633789,0.12156987190246582
0.10861873626708984,0.08757805824279785
0.16260147094726562,0.11999773979187012
0.13537287712097168,0.1161954402923584
0.13428831100463867,0.11099457740783691
0.11852526664733887,0.09489798545837402
0.11673235893249512,0.08690118789672852
0.13146495819091797,0.10621976852416992
0.10026812553405762,0.07492184638977051
0.14683294296264648,0.12040209770202637
0.17059803009033203,0.14947819709777832
0.1780707836151123,0.1494596004486084
0.1018519401550293,0.09229278564453125
0.13459563255310059,0.11156415939331055
0.10049295425415039,0.07392120361328125
0.17719197273254395,0.15008544921875
0.13933420181274414,0.12324070930480957
0.11709737777709961,0.08957505226135254
0.13246536254882812,0.11319661140441895
0.11823844909667969,0.08793783187866211
0.16489410400390625,0.132493257522583
0.1780562400817871,0.14919281005859375
0.12209749221801758,0.08856534957885742
0.11587977409362793,0.08952069282531738
0.1491692066192627,0.1102900505065918
0.1328144073486328,0.11438560485839844
0.14804530143737793,0.10620307922363281
0.17056775093078613,0.1620771884918213
0.17738699913024902,0.14182519912719727
0.08841824531555176,0.053288936614990234
0.09376716613769531,0.07814335823059082
0.13660049438476562,0.09859371185302734
0.10226964950561523,0.08293628692626953
0.14704227447509766,0.12981629371643066
