NEW_exec_time,NEW_disk_time
0.11240458488464355,0.08397364616394043
0.11806058883666992,0.09259366989135742
0.12136125564575195,0.09708523750305176
0.0949549674987793,0.07793998718261719
0.11772465705871582,0.11772465705871582
0.12862086296081543,0.10020303726196289
0.10220980644226074,0.07597804069519043
0.1201479434967041,0.09489846229553223
0.13051080703735352,0.09935498237609863
0.14554977416992188,0.11891746520996094
0.10325813293457031,0.07293963432312012
0.13136744499206543,0.10205626487731934
0.10370516777038574,0.07104706764221191
0.14461445808410645,0.12384200096130371
0.13570380210876465,0.10919976234436035
0.14510583877563477,0.11079049110412598
0.10514283180236816,0.08513951301574707
0.09979414939880371,0.06891512870788574
0.12499785423278809,0.10936713218688965
0.12452864646911621,0.09869551658630371
0.15059399604797363,0.12926363945007324
0.14851832389831543,0.11520791053771973
0.11661481857299805,0.09758615493774414
0.1177511215209961,0.09258413314819336
0.10055780410766602,0.07819986343383789
0.1314401626586914,0.10458493232727051
0.13211774826049805,0.10319399833679199
0.10305523872375488,0.08289432525634766
0.10047364234924316,0.07267045974731445
0.11525678634643555,0.10492634773254395
0.10135245323181152,0.07430362701416016
0.11362671852111816,0.08492684364318848
0.10259175300598145,0.08097338676452637
0.06905555725097656,0.05206704139709473
0.11227607727050781,0.09663009643554688
0.08682394027709961,0.06133127212524414
0.10936260223388672,0.0937349796295166
0.10475325584411621,0.07090640068054199
0.14612650871276855,0.11878204345703125
0.08833599090576172,0.07033586502075195
0.09375452995300293,0.07812309265136719
0.13744163513183594,0.11404538154602051
0.10333490371704102,0.06796050071716309
0.1468973159790039,0.12889719009399414
0.11602568626403809,0.08620929718017578
0.12958621978759766,0.09741044044494629
0.1543736457824707,0.11842823028564453
0.13175630569458008,0.11324644088745117
0.11500883102416992,0.08959245681762695
0.10038185119628906,0.07794404029846191
0.1509411334991455,0.1228642463684082
0.0994727611541748,0.06893324851989746
0.1295027732849121,0.10244512557983398
0.13460016250610352,0.10319876670837402
0.10449862480163574,0.0719900131225586
0.11327004432678223,0.09459376335144043
0.11998128890991211,0.09675145149230957
0.14479756355285645,0.11718416213989258
0.10784602165222168,0.08226656913757324
0.0950319766998291,0.07532811164855957
0.1416316032409668,0.1083371639251709
0.13669848442077637,0.11983704566955566
0.10114455223083496,0.06885051727294922
0.10095930099487305,0.08294868469238281
0.10033583641052246,0.07494759559631348
0.10109257698059082,0.07501339912414551
0.09865283966064453,0.09239315986633301
0.15102601051330566,0.1197822093963623
0.11480522155761719,0.08657979965209961
0.131850004196167,0.09859061241149902
0.1020200252532959,0.08432269096374512
0.1534266471862793,0.12424111366271973
0.11177945137023926,0.08294200897216797
0.13158869743347168,0.10422205924987793
0.13277363777160645,0.11006689071655273
0.10415148735046387,0.07244324684143066
0.13189172744750977,0.11489224433898926
0.13228702545166016,0.10255885124206543
0.0909125804901123,0.0651390552520752
0.07455205917358398,0.06250953674316406
0.11786890029907227,0.08892560005187988
0.10075759887695312,0.07893919944763184
0.11517524719238281,0.08554720878601074
0.09672307968139648,0.07676339149475098
0.12551140785217285,0.10830879211425781
0.11148190498352051,0.07592296600341797
0.11694216728210449,0.09955978393554688
0.100006103515625,0.06603288650512695
0.12074398994445801,0.08986711502075195
0.11295104026794434,0.08795714378356934
0.14505338668823242,0.11591148376464844
0.11884808540344238,0.08457779884338379
0.08533430099487305,0.06230521202087402
0.1330728530883789,0.09733343124389648
0.06749773025512695,0.04668903350830078
0.07814598083496094,0.06252408027648926
0.12097907066345215,0.0859673023223877
0.14412212371826172,0.1265265941619873
0.08934569358825684,0.07033705711364746
0.1566610336303711,0.1219949722290039
0.22399401664733887,0.197998046875
0.16675829887390137,0.14774084091186523
0.13534259796142578,0.11134552955627441
0.13069653511047363,0.1146996021270752
0.15276217460632324,0.12622332572937012
0.10955095291137695,0.09553003311157227
0.17828702926635742,0.14697909355163574
0.08971261978149414,0.0727071762084961
0.13365960121154785,0.10241365432739258
0.11473870277404785,0.08591771125793457
0.16738533973693848,0.1397240161895752
0.11619210243225098,0.08858752250671387
0.19310569763183594,0.17007088661193848
0.13701105117797852,0.11400294303894043
0.13200020790100098,0.11099576950073242
0.2360062599182129,0.21451377868652344
0.19000005722045898,0.16900038719177246
0.30298948287963867,0.2689847946166992
0.28903698921203613,0.24199628829956055
0.42099499702453613,0.38105130195617676
0.4530031681060791,0.43098020553588867
0.19299745559692383,0.1649947166442871
0.22699952125549316,0.18999218940734863
0.20599818229675293,0.18499350547790527
0.1360030174255371,0.1120002269744873
0.350999116897583,0.32899999618530273
0.3619990348815918,0.32300376892089844
0.24800419807434082,0.22699427604675293
0.19199562072753906,0.1630077362060547
0.16400146484375,0.14299559593200684
0.1313185691833496,0.1092984676361084
0.13799524307250977,0.11248326301574707
0.11056351661682129,0.0905606746673584
0.10008645057678223,0.08188891410827637
0.10359477996826172,0.07653450965881348
0.11802268028259277,0.1009821891784668
0.09351038932800293,0.07852649688720703
0.1406569480895996,0.1093606948852539
0.15174269676208496,0.1328582763671875
0.10304951667785645,0.07802891731262207
0.10172843933105469,0.07696771621704102
0.13145804405212402,0.10920000076293945
0.09494471549987793,0.06683635711669922
0.10863184928894043,0.09954595565795898
0.09920597076416016,0.08294868469238281
0.11451435089111328,0.08757162094116211
0.11712384223937988,0.0915670394897461
0.14518189430236816,0.11179590225219727
0.10471820831298828,0.0874474048614502
0.1653425693511963,0.14632081985473633
0.1327676773071289,0.10254025459289551
0.11746716499328613,0.0944972038269043
0.12920618057250977,0.08443760871887207
0.1368849277496338,0.11719512939453125
